Talker,Category,distance_babble
AS1,AS,135.01958921658039
AS1,AS,142.50591879954888
AS1,AS,127.95937906013525
AS1,AS,184.8751969968598
AS1,AS,272.2694900768293
AS1,AS,58.85735672360676
AS1,AS,219.8941439525566
AS1,AS,223.33312902124703
AS1,AS,108.7083093918522
AS1,AS,115.68671434081185
AS1,AS,244.03486970415585
AS1,AS,158.40606805407376
AS1,AS,327.5986832261764
AS1,AS,108.82671628980151
AS1,AS,84.19874641425045
AS1,AS,101.65975483397372
AS1,AS,382.7174605080507
AS1,AS,371.684498383267
AS1,AS,246.64642680497604
AS1,AS,50.50504585040948
AS1,AS,110.71141802844515
AS1,AS,86.87456796502948
AS1,AS,172.8841761724733
AS1,AS,170.79389064158553
AS1,AS,123.26873680817418
AS1,AS,251.66264226307976
AS1,AS,152.26273461426516
AS1,AS,290.1913013961773
AS1,AS,71.48928437528164
AS1,AS,57.50351369600371
AS1,AS,202.27667855194565
AS1,AS,140.7876121208706
AS1,AS,247.6532106696227
AS1,AS,37.356988892449486
AS1,AS,238.28777744959802
AS1,AS,168.18145714901436
AS1,AS,100.30527410312831
AS1,AS,196.2466750268919
AS1,AS,106.64078731798763
AS1,AS,144.5354166875427
AS1,AS,41.91124666532369
AS1,AS,68.75227211648718
AS1,AS,183.81511663983855
AS1,AS,315.72886945180915
AS1,AS,183.5122319585831
AS1,AS,191.1286223115121
AS1,AS,234.43136001192676
AS1,AS,57.7298669291926
AS1,AS,128.27797397868432
AS1,AS,59.65068996745381
AS1,AS,62.97254444274393
AS1,AS,213.492199826356
AS1,AS,74.32195518061405
AS1,AS,51.81476495542978
AS1,AS,56.19219466420143
AS1,AS,121.38842569863591
AS1,AS,165.87356799623123
AS1,AS,92.37050292990949
AS1,AS,98.08944271538127
AS1,AS,430.6683452357236
AS1,AS,36.41225230236784
AS1,AS,208.81397731277403
AS1,AS,83.50994820651833
AS1,AS,90.8235293633048
AS1,AS,37.550525692728364
AS1,AS,148.61438001316301
AS1,AS,135.88337529866874
AS1,AS,130.05158394005636
AS1,AS,384.4079566327406
AS1,AS,147.0200551220008
AS1,AS,13.00610116008838
AS1,AS,91.00623448787594
AS1,AS,48.1839776611324
AS1,AS,169.86511489741082
AS1,AS,151.70291524876066
AS1,AS,182.46706929104337
AS1,AS,52.668193075794505
AS1,AS,586.9805653868523
AS1,AS,193.35417147477514
AS1,AS,265.4507138145008
AS1,AS,107.23619787312036
AS1,AS,247.472614841222
AS1,AS,120.89874550192069
AS1,AS,154.84045667253426
AS1,AS,285.7276417882411
AS1,AS,62.65344268115062
AS1,AS,254.59573164706353
AS1,AS,72.82392890986601
AS1,AS,20.33621878036784
AS1,AS,157.1571286581555
AS1,AS,314.9033150313465
AS1,AS,180.19189431367877
AS1,AS,407.6454182909377
AS1,AS,244.92851393925085
AS1,AS,117.34009133404888
AS1,AS,69.77436139991381
AS1,AS,122.0871135048174
AS1,AS,123.03758408604754
AS1,AS,214.5893491487314
AS1,AS,118.44218039052737
AS1,AS,60.95419804337142
AS1,AS,120.44521422109611
AS1,AS,164.71164706155824
AS1,AS,250.0277774771134
AS1,AS,223.76082797257607
AS1,AS,212.7700833451376
AS1,AS,175.3428327054733
AS1,AS,162.3044030819875
AS1,AS,96.4488147357867
AS1,AS,217.30986164795956
AS1,AS,106.17887433139869
AS1,AS,93.7476056253698
AS1,AS,66.75571066730353
AS1,AS,189.73908077747953
AS1,AS,195.8822683385493
AS1,AS,72.26673285635151
AS1,AS,154.83262169575136
AS1,AS,96.34635536549351
AS1,AS,196.3586019413259
AS1,AS,32.31376624235776
AS1,AS,184.53538050393306
AS1,AS,219.99342449375624
AS1,AS,81.21120214350543
AS1,AS,18.054496330035352
AS1,AS,184.0572951232203
AS1,AS,135.28828468970624
AS1,AS,89.29729730902737
AS1,AS,79.96794464124382
AS1,AS,156.4826457265894
AS1,AS,120.22520249503714
AS1,AS,107.65168167467934
AS1,AS,72.88109206433401
AS1,AS,95.48069711658566
AS1,AS,112.65633017924635
AS2,AS,79.49659906444099
AS2,AS,184.8700970352223
AS2,AS,272.2095574879994
AS2,AS,42.01907879538189
AS2,AS,449.99367819760806
AS2,AS,41.943516099780034
AS2,AS,252.72294800396057
AS2,AS,307.1592449167248
AS2,AS,40.960198276039876
AS2,AS,130.5720522080147
AS2,AS,22.83119932926196
AS2,AS,260.43244809895026
AS2,AS,112.41439668837998
AS2,AS,102.85329893986136
AS2,AS,87.03163423613559
AS2,AS,50.52164256843306
AS2,AS,168.06443173025175
AS2,AS,125.78614219305905
AS2,AS,36.933978770401865
AS2,AS,59.54713186050597
AS2,AS,5.6139649814100245
AS2,AS,168.71048904206415
AS2,AS,374.68433970185146
AS2,AS,84.80368608033777
AS2,AS,203.19884594360394
AS2,AS,196.96490425406355
AS2,AS,26.3406185920625
AS2,AS,304.7219894392469
AS2,AS,42.95888235059771
AS2,AS,430.60694278867874
AS2,AS,87.28909987972438
AS2,AS,240.07658132940102
AS2,AS,120.66921300734705
AS2,AS,74.94917586479869
AS2,AS,36.9472464848531
AS2,AS,127.86970128929082
AS2,AS,170.19332637566163
AS2,AS,44.50210717272282
AS2,AS,279.35888717349314
AS2,AS,200.43159171600806
AS2,AS,376.4145223391527
AS2,AS,173.56109574963077
AS2,AS,41.659141767594086
AS2,AS,50.8568213007114
AS2,AS,102.80147546515339
AS2,AS,431.30805595051476
AS2,AS,80.62538361342844
AS2,AS,199.06638466303787
AS2,AS,19.66464283460277
AS2,AS,121.77605722313591
AS2,AS,198.43084694122663
AS2,AS,361.08489927967423
AS2,AS,180.1461273322648
AS2,AS,20.13376747686595
AS2,AS,102.31485440937928
AS2,AS,249.20015744941367
AS2,AS,306.1952785769441
AS2,AS,17.992828649561815
AS2,AS,128.81416287742778
AS2,AS,95.67571503684968
AS2,AS,91.55611379264892
AS2,AS,69.63820113854521
AS2,AS,123.81048240279378
AS2,AS,227.05563356325789
AS2,AS,109.85592247490573
AS2,AS,354.3235645322118
AS2,AS,128.65642408295227
AS3,AS,167.56527325268007
AS3,AS,53.403748813356394
AS3,AS,196.11751294027283
AS3,AS,46.2526570397686
AS3,AS,46.208127008198886
AS3,AS,110.19593581268308
AS3,AS,90.68167411320344
AS3,AS,88.41637909393235
AS3,AS,171.1743338816811
AS3,AS,132.37544518270818
AS3,AS,89.48024409845276
AS3,AS,164.4541545886568
AS3,AS,515.2104946361613
AS3,AS,176.93296234503836
AS3,AS,220.89036440732383
AS3,AS,54.33447727413421
AS3,AS,85.37744489128079
AS3,AS,75.83617805695414
AS3,AS,24.386676848809213
AS3,AS,232.4485982479919
AS3,AS,313.795653535539
AS3,AS,164.23176677674923
AS3,AS,290.8356566852916
AS3,AS,94.01579953108858
AS3,AS,114.43488789819475
AS3,AS,47.41155773699056
AS3,AS,54.52733534260567
AS3,AS,84.79044192444037
AS3,AS,111.83641628918777
AS3,AS,107.36919989438077
AS3,AS,113.99492644564154
AS3,AS,94.90470050063938
AS3,AS,70.86836073048576
AS3,AS,38.63249252218367
AS3,AS,107.50529824741538
AS3,AS,125.58010247240563
AS3,AS,225.7679111544592
AS3,AS,261.4952628339543
AS3,AS,260.32436785849643
AS3,AS,292.33733570282084
AS3,AS,440.4122508115217
AS3,AS,223.75379498527704
AS3,AS,72.66235469650839
AS3,AS,39.52845313249642
AS3,AS,171.7069660538027
AS3,AS,220.53650302748608
AS3,AS,180.75446492045702
AS3,AS,161.1482445831109
AS3,AS,52.04276643627363
AS3,AS,100.61758013497501
AS3,AS,132.99571227644458
AS3,AS,122.64699770684912
AS3,AS,260.35970905307954
AS3,AS,161.95985967882328
AS3,AS,90.05737566579347
AS3,AS,107.29890248140809
AS3,AS,153.08422458872894
AS3,AS,113.66719075435455
AS3,AS,244.05463053996846
AS3,AS,229.18834419876578
AS3,AS,53.59432463963543
AS3,AS,70.70424124603333
AS3,AS,120.55418692272403
AS3,AS,119.23448789241479
AS3,AS,88.05731961819271
AS3,AS,130.94824086622734
AS3,AS,87.46836545487359
AS3,AS,289.6971937951117
AS3,AS,52.943201032988284
AS3,AS,202.51706340867668
AS3,AS,90.16433453430459
AS3,AS,363.91964683515846
AS3,AS,121.7130874727529
AS3,AS,72.8663289090417
AS3,AS,119.62726944757792
AS3,AS,32.96682418498782
AS3,AS,333.67306744833553
AS3,AS,149.74005600036847
AS3,AS,229.37053761565676
AS3,AS,142.4183862799517
AS3,AS,163.1566337448132
AS3,AS,81.92225932159198
AS3,AS,71.33656783003458
AS3,AS,5.835098374010765
AS3,AS,167.85860011395914
AS3,AS,167.2338080126803
AS3,AS,102.60617219424077
AS3,AS,82.66088162235778
AS3,AS,210.73761192657932
AS3,AS,79.0695042410504
AS3,AS,149.9799071267279
AS3,AS,252.27435635917482
AS3,AS,216.748557596061
AS3,AS,108.82277134014775
AS3,AS,287.4224004927371
AS3,AS,119.59735510112229
AS3,AS,181.39051225358943
AS3,AS,317.69634365272987
AS3,AS,129.46358483451812
AS3,AS,117.57437253839102
AS3,AS,260.0787922884222
AS3,AS,124.68467466984173
AS3,AS,137.0951214947497
AS3,AS,47.02518454187723
AS3,AS,54.630650665007025
AS3,AS,100.38150559854995
AS3,AS,113.54277797454661
AS3,AS,55.86908798935458
AS3,AS,100.52378746935523
AS3,AS,109.06737542399175
AS3,AS,404.21201629161254
AS3,AS,84.29799473232771
AS3,AS,62.511188551513435
AS3,AS,87.76232964277395
AS3,AS,10.489544109227051
AS3,AS,73.16985588648718
AS3,AS,118.86837295951005
AS3,AS,199.28904692274074
AS3,AS,158.596457004546
AS3,AS,79.19452056803115
AS3,AS,95.98163266880348
AS3,AS,287.0851722635261
AS3,AS,127.50509269904069
AS3,AS,285.7355733645353
AS3,AS,107.27284887783935
AS3,AS,17.43182056678182
AS3,AS,8.14328175002115
AS3,AS,55.86471789678538
AS3,AS,21.157817734011836
AS3,AS,428.7347116223569
AS3,AS,39.07846438227286
AS3,AS,301.97843448631045
AS3,AS,202.97207388819947
AS3,AS,889.7006605007567
AS3,AS,357.33041804009287
AS3,AS,121.98562763385252
AS3,AS,380.8670484113205
AS3,AS,380.7110705406638
AS3,AS,38.829007744496295
AS3,AS,43.83824562909808
AS3,AS,83.78869766685605
AS3,AS,117.85609772512261
AS3,AS,38.87270599011077
AS3,AS,305.89249394842466
AS3,AS,7.777343309431097
AS3,AS,131.33947207422054
AS3,AS,155.39644825689385
AS3,AS,42.11911047959368
AS3,AS,60.498541183067076
AS4,AS,337.31319098383386
AS4,AS,35.18266214139358
AS4,AS,125.58929886151122
AS4,AS,31.724479422422917
AS4,AS,149.7033194867609
AS4,AS,180.1693873411
AS4,AS,84.67834702920939
AS4,AS,55.50592796941397
AS4,AS,128.6866003674653
AS4,AS,135.4656475966135
AS4,AS,92.32172526333753
AS4,AS,219.51997643303608
AS4,AS,53.0195781670701
AS4,AS,233.58168448388807
AS4,AS,237.69303588460045
AS4,AS,66.82210157768166
AS4,AS,79.76839161423007
AS4,AS,26.076790507276137
AS4,AS,127.51029005626688
AS4,AS,17.418860908665447
AS4,AS,149.03686713479732
AS4,AS,180.05560770993554
AS4,AS,88.29563411154702
AS4,AS,106.10721832179655
AS4,AS,276.5545598104295
AS4,AS,167.52645315901037
AS4,AS,103.97165641907407
AS4,AS,175.69765234210135
AS4,AS,47.91362761988389
AS4,AS,247.5939929493916
AS4,AS,271.1893911933923
AS4,AS,304.5049056066678
AS4,AS,136.40579636221062
AS4,AS,189.4666610662653
AS4,AS,85.70854300129062
AS4,AS,159.23910345839434
AS4,AS,62.542170627655295
AS4,AS,120.23331249553068
AS4,AS,10.062671637165163
AS4,AS,17.098273967640683
AS4,AS,58.761842061227924
AS4,AS,6.647150828431888
AS4,AS,9.66129028596106
AS4,AS,44.03596482742649
AS4,AS,24.466207645954025
AS4,AS,193.40253955943297
AS4,AS,86.2786664174302
AS4,AS,77.56432405014115
AS4,AS,190.08858941002313
AS4,AS,483.65243436688576
AS4,AS,120.54258376491303
AS4,AS,134.64880537808511
AS4,AS,94.37968174522997
AS4,AS,185.94362402119523
AS4,AS,281.0710990960513
AS4,AS,59.97081876346375
AS4,AS,111.63817597429428
AS4,AS,59.604294928234296
AS4,AS,367.3444142274867
AS4,AS,140.75128460875152
AS4,AS,46.24196968639329
AS4,AS,188.79147751857826
AS4,AS,209.52640125743494
AS4,AS,52.932223064275455
AS4,AS,93.10780977428848
AS4,AS,179.89764267084325
AS4,AS,90.74219960826288
AS4,AS,44.51494203226505
AS4,AS,26.380637522378134
AS4,AS,28.411513223481936
AS4,AS,80.58171490822662
AS4,AS,148.83312941578785
AS4,AS,103.7381840088443
AS4,AS,197.21695488938798
AS4,AS,84.41696742080961
AS4,AS,113.61425451399099
AS4,AS,99.02633751408183
AS4,AS,82.79867404670135
AS4,AS,69.23703088552548
AS4,AS,273.0880220078067
AS4,AS,31.121063187043912
AS4,AS,93.9472178847365
AS4,AS,47.49777135453891
AS4,AS,140.9660927081544
AS4,AS,274.58279231828465
AS4,AS,128.70950944453486
AS4,AS,110.76965212741446
AS4,AS,132.30595744376527
AS4,AS,110.99094356369864
AS4,AS,74.95411049428647
AS4,AS,317.027585040057
AS4,AS,196.0076005140045
AS4,AS,68.87546664523802
AS4,AS,75.45111678359805
AS4,AS,122.66959942826841
AS4,AS,118.65897243161153
AS4,AS,53.78995428914838
AS4,AS,74.09538530766893
AS4,AS,344.22086974823725
AS4,AS,224.76186731085497
AS4,AS,49.40040845579535
AS4,AS,307.94931717654646
AS4,AS,135.03522941680038
AS4,AS,156.02558187912996
AS4,AS,78.4459274898675
AS4,AS,111.85684719924518
AS4,AS,44.92781357276017
AS4,AS,24.196213032446945
AS4,AS,26.65307961869241
AS4,AS,101.74003545377819
AS4,AS,142.82216008196056
AS4,AS,93.74498987322582
AS4,AS,169.30089240105679
AS4,AS,182.83798576812583
AS4,AS,284.25417240559386
AS4,AS,281.8710581068617
AS4,AS,107.25750325445784
AS4,AS,317.53216388378803
AS4,AS,103.36041182400764
AS4,AS,181.51841103822912
AS4,AS,105.60219071424606
AS4,AS,74.07344384074838
AS4,AS,230.37357285555547
AS4,AS,26.32239354505558
AS4,AS,196.04619402004724
AS4,AS,79.24758908075165
AS4,AS,58.47294358255954
AS4,AS,136.5014815813083
AS4,AS,81.93959552094329
AS4,AS,69.28966756457321
AS4,AS,102.76746451536265
AS4,AS,103.1599101063997
AS4,AS,43.80600105887397
AS4,AS,123.60153586341342
AS4,AS,82.76026760109194
AS4,AS,49.99039364536895
AS4,AS,225.78288252426245
AS4,AS,215.2058808857093
AS4,AS,65.51774057451668
AS4,AS,83.21207111945631
AS4,AS,167.3554645518191
AS4,AS,4.654779551441842
AS4,AS,117.73243544927907
AS4,AS,191.91084844458646
AS5,AS,117.24782910203292
AS5,AS,133.1540834826519
AS5,AS,123.55093708669953
AS5,AS,234.29430438461512
AS5,AS,231.34458847587123
AS5,AS,87.18874479423752
AS5,AS,135.9848044369672
AS5,AS,65.87785300896286
AS5,AS,32.36146961042278
AS5,AS,53.10757663818635
AS5,AS,67.57799669833493
AS5,AS,81.40763349470595
AS5,AS,88.29656867333121
AS5,AS,161.32015228293048
AS5,AS,26.738304852417055
AS5,AS,165.30313519932253
AS5,AS,73.75588359816702
AS5,AS,9.460956419982255
AS5,AS,190.7321318241215
AS5,AS,135.6932889346335
AS5,AS,19.95546675167863
AS5,AS,114.84509441057456
AS5,AS,35.55779777471765
AS5,AS,57.28605393715982
AS5,AS,74.06249197178282
AS5,AS,213.55660896086403
AS5,AS,208.4299185077306
AS5,AS,82.66102443215884
AS5,AS,250.40139429593046
AS5,AS,71.10160564777082
AS5,AS,76.03623363693912
AS5,AS,121.29231754178224
AS5,AS,10.441323233361949
AS5,AS,27.06405625933361
AS5,AS,46.4597881172313
AS5,AS,99.90858493108888
AS5,AS,84.93060235904623
AS5,AS,76.38007213137813
AS5,AS,120.62255030137821
AS5,AS,72.27566865231668
AS5,AS,285.1502433046935
AS5,AS,160.02955230260991
AS5,AS,70.8447630739318
AS5,AS,153.14520412465046
AS5,AS,306.1527445542588
AS5,AS,140.25279258330434
AS5,AS,420.17881465021924
AS5,AS,73.09247876186211
AS5,AS,202.2644963301542
AS5,AS,593.9987028952243
AS5,AS,90.90178697743579
AS5,AS,244.82919689357604
AS5,AS,106.23610520018624
AS5,AS,60.47230810962117
AS5,AS,96.77236450861182
AS5,AS,91.94938827964849
AS5,AS,164.20636985156574
AS5,AS,216.49166373176237
AS5,AS,5.198253171592397
AS5,AS,74.89780119580982
AS5,AS,91.03154903943356
AS5,AS,117.41545398418354
AS5,AS,100.94441553357568
AS5,AS,47.86983318478822
AS5,AS,166.57132447103794
AS5,AS,213.96574022372
AS5,AS,239.9412782971353
AS5,AS,262.89149946548025
AS5,AS,117.66687043558547
AS5,AS,93.19108398506691
AS5,AS,16.564646602642995
AS5,AS,214.68564528045295
AS5,AS,146.73122758918458
AS5,AS,102.10145363466629
AS5,AS,49.363881129565435
AS5,AS,33.43672678515209
AS5,AS,179.82237493062794
AS5,AS,64.81603852310856
AS5,AS,290.95557603174973
AS5,AS,166.23495105806566
AS5,AS,97.34068977583856
AS5,AS,172.38473566265785
AS5,AS,14.586213016883809
AS5,AS,128.7871910054348
AS5,AS,54.79476499191053
AS5,AS,177.45187239663213
AS5,AS,159.79006036424232
AS5,AS,105.78891685398573
AS5,AS,79.44215195175461
AS5,AS,132.87945083797416
AS5,AS,309.2145248821686
AS5,AS,15.612698241520597
AS5,AS,207.10393506768264
AS5,AS,52.571238513037216
AS5,AS,271.70502269005215
AS5,AS,21.01106149154531
AS5,AS,120.80125840647435
AS5,AS,241.99001759797994
AS5,AS,180.42211972492686
AS5,AS,299.8359880573245
AS5,AS,111.61716009384571
AS5,AS,43.62859290413322
AS5,AS,79.89356107693055
AS5,AS,86.42758465608253
AS5,AS,48.681616049679185
AS5,AS,205.69239487265924
AS5,AS,280.08651677805517
AS5,AS,60.768429642441426
AS5,AS,75.18037877849123
AS5,AS,78.36444434665626
AS5,AS,30.51027641747069
AS5,AS,359.26686097475925
AS5,AS,370.98896745353915
AS5,AS,195.2587903619766
AS5,AS,127.42998289054412
AS5,AS,125.08462398892057
AS5,AS,106.40987143005195
AS5,AS,335.0145365989176
AS5,AS,103.47948209836774
AS5,AS,42.83648565507349
AS5,AS,166.22383927901743
AS5,AS,6.37428899359728
AS5,AS,206.7812091855618
AS5,AS,19.910873909225895
AS5,AS,95.30589148396409
AS5,AS,41.4322182835783
AS5,AS,121.16192498912577
AS5,AS,278.5092904687661
AS5,AS,132.04548219759246
AS5,AS,57.65340080140062
AS5,AS,166.30505616186636
AS5,AS,109.54661625348265
AS5,AS,101.73573660004264
AS5,AS,61.29338912010915
AS5,AS,83.10322314074716
AS5,AS,46.78824802530331
AS5,AS,101.48481560364107
AS5,AS,352.41481064003256
AS5,AS,74.24971642696221
AS5,AS,73.7961257031467
AS5,AS,35.025013571605854
AS5,AS,156.81650397453294
AS5,AS,104.66285145977619
AS5,AS,90.34072919538121
AS5,AS,216.67909293946803
AS5,AS,128.26783839712286
AS5,AS,186.22954379169732
AS5,AS,106.6427648975849
AS5,AS,202.12313683230897
AS5,AS,62.92562473352969
AS5,AS,52.49651694358809
AS5,AS,226.95933315244318
AS5,AS,33.00972669874218
AS5,AS,93.83569231136578
AS5,AS,213.00891473938347
AS5,AS,44.647754469171446
AS5,AS,181.3743064669873
AS5,AS,313.42926757717964
AS5,AS,310.13011735037907
AS5,AS,80.9572790267514
AS5,AS,133.99726237489682
AS5,AS,174.6973638546395
AS5,AS,21.57963495188628
AS5,AS,131.41694834998378
AS5,AS,109.711730653256
AS5,AS,239.16361965623088
AS5,AS,55.08968807851139
AS5,AS,61.39709562799521
AS5,AS,83.33544716986599
AS5,AS,258.6366470082912
AS5,AS,49.6283245894244
AS5,AS,95.7975985940195
AS5,AS,259.76979870414954
AS5,AS,278.2680449981109
AS5,AS,199.5327937177113
AS5,AS,68.70593649877597
AS5,AS,193.95373952045168
AS5,AS,198.24124542961385
AS5,AS,187.96951934629521
AS6,AS,325.7716475188559
AS6,AS,121.07499393922099
AS6,AS,105.66677699119982
AS6,AS,176.70240311519464
AS6,AS,167.49019217848854
AS6,AS,86.3886745332682
AS6,AS,259.2447118685373
AS6,AS,118.2168506529953
AS6,AS,177.69172663779776
AS6,AS,227.82438926891604
AS6,AS,94.6501321474087
AS6,AS,221.51500909657744
AS6,AS,54.32678230842532
AS6,AS,128.93977164114534
AS6,AS,190.4610539977675
AS6,AS,79.51217529519043
AS6,AS,459.483509974817
AS6,AS,126.26536383305601
AS6,AS,80.63189220837695
AS6,AS,34.75270873412784
AS6,AS,147.75296945565523
AS6,AS,126.17714109190527
AS6,AS,210.34744767509991
AS6,AS,198.41888967110128
AS6,AS,223.57106018608766
AS6,AS,141.09102041272277
AS6,AS,153.77035143563327
AS6,AS,34.54110384826719
AS6,AS,79.72468593904921
AS6,AS,192.29064642246246
AS6,AS,68.990438563589
AS6,AS,189.04413781205517
AS6,AS,117.382899834948
AS6,AS,85.11693664538194
AS6,AS,98.31984282059307
AS6,AS,73.84375032481456
AS6,AS,195.47358270736254
AS6,AS,86.05698865819807
AS6,AS,204.42050313402612
AS6,AS,114.4634243366445
AS6,AS,72.818859965566
AS6,AS,83.53086767810338
AS6,AS,117.30650006449909
AS6,AS,126.26155232132881
AS6,AS,225.4291820716108
AS6,AS,268.56595525154154
AS6,AS,95.97582359908094
AS6,AS,130.11894927222534
AS6,AS,83.57010738344218
AS6,AS,129.97377060682084
AS6,AS,107.95014776075304
AS6,AS,148.0975017978958
AS6,AS,130.66997633550662
AS6,AS,94.70604538149048
AS6,AS,186.5223066195694
AS6,AS,46.84252981258401
AS6,AS,272.42445991876997
AS6,AS,128.63969917523124
AS6,AS,177.65480688928955
AS6,AS,220.4160629338135
AS6,AS,270.7198367517067
AS6,AS,197.6452909661733
AS6,AS,282.7245667284696
AS6,AS,242.86619455449608
AS6,AS,182.90319944354343
AS6,AS,70.33512855284472
AS6,AS,108.09629050144623
AS6,AS,129.4703240907856
AS6,AS,155.93664759882174
AS6,AS,42.03095029812874
AS6,AS,269.69474998414466
AS6,AS,109.11457405560388
AS6,AS,119.77265927944822
AS6,AS,218.38051776910717
AS6,AS,305.00433875554637
AS6,AS,210.77733248606341
AS6,AS,8.421083131242662
AS6,AS,84.44655142798933
AS6,AS,201.00271589438088
AS6,AS,288.92128726774735
AS6,AS,162.45205384025564
AS6,AS,255.72648656225527
AS6,AS,155.37977966735392
AS6,AS,87.12773608095011
AS6,AS,87.28922223188547
AS6,AS,267.46993832245795
AS6,AS,331.58630123145764
AS6,AS,350.1204067894439
AS6,AS,405.1654588909484
AS6,AS,84.47320928918771
AS6,AS,101.93331682189394
AS6,AS,206.8296224661142
AS6,AS,220.45155496228486
AS6,AS,89.9112969552385
AS6,AS,213.82302205804115
AS6,AS,56.87327775413206
AS6,AS,102.8172836080839
AS6,AS,31.70727407828367
AS6,AS,269.26203442550866
AS6,AS,121.21619782653616
AS6,AS,239.500087064481
AS6,AS,166.6297987858981
AS6,AS,169.3423788884962
AS6,AS,6.884150937229382
AS6,AS,206.81439696002903
AS6,AS,174.72319445522456
AS6,AS,153.6107959253654
AS6,AS,54.376341633796905
AS6,AS,340.2331074106586
AS6,AS,310.04279781344235
AS6,AS,224.24273376874442
AS6,AS,143.86725276395435
AS6,AS,72.25963208787738
AS6,AS,317.70124209621093
AS6,AS,195.74669284488053
AS6,AS,99.34247444811993
AS6,AS,56.01102160381756
AS6,AS,100.38935114093874
AS6,AS,36.38977586651134
AS6,AS,267.63488337951844
AS6,AS,49.45355522936887
AS6,AS,109.95005952677096
AS6,AS,73.31100849589158
AS6,AS,228.0497172521326
AS6,AS,83.44719842405868
AS6,AS,113.51579188033534
AS6,AS,39.65460918323853
AS6,AS,100.66840364417254
AS6,AS,205.37041822756217
AS6,AS,57.83365817452215
AS6,AS,46.37576102740241
AS6,AS,34.85882787240806
AS6,AS,92.27242113203934
AS6,AS,28.081705236866966
AS6,AS,48.4156200451786
AS6,AS,80.487515248458
AS6,AS,46.05787584278952
AS6,AS,143.46584160077822
AS6,AS,139.27942676566815
AS6,AS,150.25601077381717
AS6,AS,261.7280018284313
AS6,AS,266.0681239556692
AS6,AS,196.84713711390492
AS6,AS,207.00406968628573
AS6,AS,47.58745700664332
AS6,AS,129.79594830701487
AS6,AS,70.1045560121554
AS6,AS,274.4343712483892
